name,first,last,initials,pos,tags
goldy mcjohn,gld,mcjhn,gm,PN,famous
gordon moakes,grdn,mks,gm,PN,famous
grace murray hopper,grc,hpr,check,PN,famous
graham maby,grhm,mb,gm,PN,famous
grand moff tarkin,grnd,trkn,check,PN,famous
greg mcpherson,grg,mcphrsn,gm,PN,famous
greg mcpherson,grg,mcphrsn,gm,PN,famous
gregor mendel,grgr,mndl,gm,PN,famous
groucho marx,grch,mrx,gm,PN,famous
gummo marx,gm,mrx,gm,PN,famous
gustav mahler,gstv,mhlr,gm,PN,famous
gustav mahler,gstv,mhlr,gm,PN,famous
gabe nelson,gb,nlsn,gn,PN,famous
gaetano nicolosi,gtn,ncls,gn,PN,famous
gavin newsom,gvn,nwsm,gn,PN,famous
general norman schwarzkopf,gnrl,schwrzkpf,check,PN,famous
graeme nicholls,grm,nchls,gn,PN,famous
graham nash,grhm,nsh,gn,PN,famous
grant nicholas,grnt,nchls,gn,PN,famous
greg norton,grg,nrtn,gn,PN,famous
gary oldman,gr,ldmn,go,PN,famous
george of the jungle,grg,jngl,check,PN,famous
george olah,grg,lh,go,PN,famous
george oppen,grg,pn,go,PN,famous
gluckl of hamelin,glckl,hmln,gh,PN,famous
georg philipp telemann,grg,tlmn,check,PN,famous
george perle,grg,prl,gp,PN,famous
george polya,grg,pl,gp,PN,famous
george polyhronakos,grg,plhrnks,gp,PN,famous
giacomo puccini,gcm,pcn,gp,PN,famous
gian pyres,gn,prs,gp,PN,famous
gilad pellaeon,gld,pln,gp,PN,famous
gilbert paeffgen,glbrt,pfgn,gp,PN,famous
gilbert patten,glbrt,ptn,gp,PN,famous
giovanni pierluigi da palestrina,gvn,plstrn,check,PN,famous
glen phillips,gln,phlps,gp,PN,famous
grace paley,grc,pl,gp,PN,famous
graham pritchard,grhm,prtchrd,gp,PN,famous
gregg potter,grg,ptr,gp,PN,famous
gregory peck,grgr,pck,gp,PN,famous
gregory pincus,grgr,pncs,gp,PN,famous
grigori perelman,grgr,prlmn,gp,PN,famous
guy pratt,g,prt,gp,PN,famous
gwyneth paltrow,gwnth,pltrw,gp,PN,famous
gabriel riesser,gbrl,rsr,gr,PN,famous
"garan, ronald j., jr.", jr.,grn,check,PN,famous
gary richrath,gr,rchrth,gr,PN,famous
gary ridgeway,gr,rdgw,gr,PN,famous
gary rossington,gr,rsngtn,gr,PN,famous
gavin rossdale,gvn,rsdl,gr,PN,famous
george rochberg,grg,rchbrg,gr,PN,famous
ger rebbes,gr,rbs,gr,PN,famous
geraldo rivera,grld,rvr,gr,PN,famous
gilda radner,gld,rdnr,gr,PN,famous
ginger rogers,gngr,rgrs,gr,PN,famous
gio rossi,g,rs,gr,PN,famous
gioacchino rossini,gchn,rsn,gr,PN,famous
giulio racah,gl,rch,gr,PN,famous
greg richling,grg,rchlng,gr,PN,famous
greg ridley,grg,rdl,gr,PN,famous
gregg rolie,grg,rl,gr,PN,famous
g.e. smith,g..,smth,gs,PN,famous
gabe saporta,gb,sprt,gs,PN,famous
gabe serbian,gb,srbn,gs,PN,famous
gabriela szabo,gbrl,szb,gs,PN,famous
garry shandling,gr,shndlng,gs,PN,famous
gary schandling,gr,schndlng,gs,PN,famous
gary stonadge,gr,stndg,gs,PN,famous
gene saks,gn,sks,gs,PN,famous
gene simmons,gn,smns,gs,PN,famous
gene snitsky,gn,sntsk,gs,PN,famous
gene starwind,gn,strwnd,gs,PN,famous
georg solti,grg,slt,gs,PN,famous
george s. kaufman,grg,kfmn,check,PN,famous
george segal,grg,sgl,gs,PN,famous
george seldes,grg,slds,gs,PN,famous
george shearing,grg,shrng,gs,PN,famous
george sidney,grg,sdn,gs,PN,famous
george smoot iii,grg,,check,PN,famous
george soros,grg,srs,gs,PN,famous
george steiner,grg,stnr,gs,PN,famous
george strait,grg,strt,gs,PN,famous
george szell,grg,szl,gs,PN,famous
georges simenon,grgs,smn,gs,PN,famous
gerald soffen,grld,sfn,gs,PN,famous
gerald stano,grld,stn,gs,PN,famous
gerald stern,grld,strn,gs,PN,famous
gertrude stein,grtrd,stn,gs,PN,famous
gil shaham,gl,shm,gs,PN,famous
gloria steinem,glr,stnm,gs,PN,famous
gord sinclair,grd,snclr,gs,PN,famous
grant smith sneez,grnt,smth snz,gs,PN,famous
greg sage,grg,sg,gs,PN,famous
greg serano,grg,srn,gs,PN,famous
greg steele,grg,stl,gs,PN,famous
gregory smith,grgr,smth,gs,PN,famous
gustave solomon,gstv,slmn,gs,PN,famous
gwen stefani,gwn,stfn,gs,PN,famous
garry tallent,gr,tlnt,gt,PN,famous
gary thain,gr,thn,gt,PN,famous
gary tibbs,gr,tbs,gt,PN,famous
george thorogood,grg,thrgd,gt,PN,famous
gerty theresa cori,grt,cr,check,PN,famous
giuseppe tornatore,gsp,trntr,gt,PN,famous
glenn tipton,gln,tptn,gt,PN,famous
graeme taylor,grm,tlr,gt,PN,famous
graham t brooks,grhm,brks,gb,PN,famous
greg t. walker,grg,wlkr,check,PN,famous
gregg turner,grg,trnr,gt,PN,famous
greg upchurch,grg,pchrch,gu,PN,famous
georg voros,grg,vrs,gv,PN,famous
gino vannelli,gn,vnl,gv,PN,famous
giuseppe verdi,gsp,vrd,gv,PN,famous
gore vidal,gr,vdl,gv,PN,famous
garey williams,gr,wlms,gw,PN,famous
garry winogrand,gr,wngrnd,gw,PN,famous
gary willis,gr,wls,gw,PN,famous
gary wright,gr,wrght,gw,PN,famous
gene ween,gn,wn,gw,PN,famous
gene wilder,gn,wldr,gw,PN,famous
georg wilhelm pabst,grg,pbst,check,PN,famous
george w. bush,grg,bsh,check,PN,famous
george wald,grg,wld,gw,PN,famous
george waldbott,grg,wldbt,gw,PN,famous
george washington,grg,wshngtn,gw,PN,famous
george weasley,grg,wsl,gw,PN,famous
george weinberg,grg,wnbrg,gw,PN,famous
gina wild,gn,wld,gw,PN,famous
ginny weasley,gn,wsl,gw,PN,famous
ginny weasley,gn,wsl,gw,PN,famous
gordon waller,grdn,wlr,gw,PN,famous
genrikh yagoda,gnrkh,gd,gy,PN,famous
graham young,grhm,ng,gy,PN,famous
garrett zablocki,grt,zblck,gz,PN,famous
george zweig,grg,zwg,gz,PN,famous
grigory zinoviev,grgr,znv,gz,PN,famous
hagrid,hgrd,,,PN,famous
hancock,hnck,,,PN,famous
hannah,hnh,,,PN,famous
hannibal,hnbl,,,PN,famous
hattori,htr,,,PN,famous
hawkeye,hwk,,,PN,famous
hawkgirl,hwkgrl,,,PN,famous
hawkman,hwkmn,,,PN,famous
heath,hth,,,PN,famous
hedwig,hdwg,,,PN,famous
he-man,h-mn,,,PN,famous
henry,hnr,,,PN,famous
hercules,hrcls,,,PN,famous
hillel,hl,,,PN,famous
hk-47,hk-47,,,PN,famous
hobbes,hbs,,,PN,famous
homer,hmr,,,PN,famous
hoobastank,hbstnk,,,PN,famous
hosea,hs,,,PN,famous
houdini,hdn,,,PN,famous
hub,hb,,,PN,famous
huey,h,,,PN,famous
hulk,hlk,,,PN,famous
hurt,hrt,,,PN,famous
hirooka,hrk,,,PN,famous
itchy & scratchy,tch,scrtch,check,PN,famous
hal abelson,hl,blsn,ha,PN,famous
hank aaron,hnk,rn,ha,PN,famous
hank azaria,hnk,zr,ha,PN,famous
hannah abbott,hnh,bt,ha,PN,famous
hannah arendt,hnh,rndt,ha,PN,famous
hans adolf krebs,hns,krbs,check,PN,famous
harold abrahams,hrld,brhms,ha,PN,famous
harold and kumar,hrld,kmr,hk,PN,famous
harold arlen,hrld,rln,ha,PN,famous
harvey atkin,hrv,tkn,ha,PN,famous
head automatica,hd,tmtc,ha,PN,famous
heckle and jeckle,hckl,jckl,hj,PN,famous
henry armstrong,hnr,rmstrng,ha,PN,famous
herb alpert,hrb,lprt,ha,PN,famous
herbert a. hauptman,hrbrt,hptmn,check,PN,famous
herbert aptheker,hrbrt,pthkr,ha,PN,famous
howard ashman,hwrd,shmn,ha,PN,famous
hal blaine,hl,bln,hb,PN,famous
halle berry,hl,br,hb,PN,famous
hans berliner,hns,brlnr,hb,PN,famous
hans bethe,hns,bth,hb,PN,famous
harold bloom,hrld,blm,hb,PN,famous
harold brodkey,hrld,brdk,hb,PN,famous
harold brown,hrld,brwn,hb,PN,famous
harris barton,hrs,brtn,hb,PN,famous
harry belafonte,hr,blfnt,hb,PN,famous
hart bochner,hrt,bchnr,hb,PN,famous
harvey bainbridge,hrv,bnbrdg,hb,PN,famous
harvey brooks,hrv,brks,hb,PN,famous
hector berlioz,hctr,brlz,hb,PN,famous
heinz burt,hnz,brt,hb,PN,famous
helen berman,hln,brmn,hb,PN,famous
henri bergson,hnr,brgsn,hb,PN,famous
henry bogdan,hnr,bgdn,hb,PN,famous
henry brant,hnr,brnt,hb,PN,famous
herbert becker,hrbrt,bckr,hb,PN,famous
herman branover,hrmn,brnvr,hb,PN,famous
hermann broch,hrmn,brch,hb,PN,famous
hershel bernardi,hrshl,brnrd,hb,PN,famous
hillel ben eliakim,hl,lkm,check,PN,famous
hillel ben naphtali zevi,hl,zv,check,PN,famous
howard becker,hwrd,bckr,hb,PN,famous
howard berman,hwrd,brmn,hb,PN,famous
howard braham,hwrd,brhm,hb,PN,famous
humphrey belcher,hmphr,blchr,hb,PN,famous
humphrey bogart,hmphr,bgrt,hb,PN,famous
hunter burgan,hntr,brgn,hb,PN,famous
hans christian anderson,hns,ndrsn,check,PN,famous
hans conried,hns,cnrd,hc,PN,famous
harold clurman,hrld,clrmn,hc,PN,famous
harry chapin,hr,chpn,hc,PN,famous
harry cohn,hr,chn,hc,PN,famous
harry connick jr.,hr,jr.,check,PN,famous
hasdai crescas,hsd,crscs,hc,PN,famous
hattie carnegie,ht,crng,hc,PN,famous
hayden christensen,hdn,chrstnsn,hc,PN,famous
helene cixous,hln,cxs,hc,PN,famous
henry cluney,hnr,cln,hc,PN,famous
herbert c. brown,hrbrt,brwn,check,PN,famous
herbert chorley,hrbrt,chrl,hc,PN,famous
hermann cohen,hrmn,chn,hc,PN,famous
hillary clinton,hlr,clntn,hc,PN,famous
hilly crystal,hl,crstl,hc,PN,famous
ho chi minh,h,mnh,check,PN,famous
"hobaugh, charles o.", chrls .,hbgh,h,PN,famous
holger czukay,hlgr,czk,hc,PN,famous
howard cosell,hwrd,csl,hc,PN,famous
h. david politzer,h.,pltzr,check,PN,famous
hal david,hl,dvd,hd,PN,famous
handsome dick manitoba,hndsm,mntb,check,PN,famous
hazel dawn,hzl,dwn,hd,PN,famous
hecter dagworth granger,hctr,grngr,check,PN,famous
henry daniell,hnr,dnl,hd,PN,famous
henry david thoreau,hnr,thr,check,PN,famous
henry dreyfus,hnr,drfs,hd,PN,famous
herold dingle,hrld,dngl,hd,PN,famous
hilary duff,hlr,df,hd,PN,famous
holly dunn,hl,dn,hd,PN,famous
honoré daumier,hnré,dmr,hd,PN,famous
howard da silva,hwrd,slv,check,PN,famous
hubert dreyfus,hbrt,drfs,hd,PN,famous
"hurley, douglas g.", dgls g.,hrl,h,PN,famous
hanns eisler,hns,slr,he,PN,famous
hans eijkenaar,hns,jknr,he,PN,famous
harlan ellison,hrln,lsn,he,PN,famous
harris eisenstad,hrs,snstd,he,PN,famous
hayden epstein,hdn,pstn,he,PN,famous
horacio el negro hernandez,hrc,hrndz,check,PN,famous
howard e. scott,hwrd,sct,check,PN,famous
howie epstein,hw,pstn,he,PN,famous
howie epstein,hw,pstn,he,PN,famous
hyman epstein,hmn,pstn,he,PN,famous
harrison ford,hrsn,frd,hf,PN,famous
harvey fierstein,hrv,frstn,hf,PN,famous
heidi fleiss,hd,fls,hf,PN,famous
helen frankenthaler,hln,frnknthlr,hf,PN,famous
henry fonda,hnr,fnd,hf,PN,famous
henry ford,hnr,frd,hf,PN,famous
herbert feigl,hrbrt,fgl,hf,PN,famous
herbert fleishhacker,hrbrt,flshckr,hf,PN,famous
herbert friedman,hrbrt,frdmn,hf,PN,famous
herbie flowers,hrb,flwrs,hf,PN,famous
howard fast,hwrd,fst,hf,PN,famous
howard fineman,hwrd,fnmn,hf,PN,famous
howard finster,hwrd,fnstr,hf,PN,famous
h. g. wells,h.,wls,check,PN,famous
hank greenberg,hnk,grnbrg,hg,PN,famous
harold gould,hrld,gld,hg,PN,famous
harry golombek,hr,glmbk,hg,PN,famous
henry garza,hnr,grz,hg,PN,famous
henry gilman,hnr,glmn,hg,PN,famous
henry goodman,hnr,gdmn,hg,PN,famous
henry grunwald,hnr,grnwld,hg,PN,famous
herb gardner,hrb,grdnr,hg,PN,famous
herb gray,hrb,gr,hg,PN,famous
herbert gasser,hrbrt,gsr,hg,PN,famous
herman goldstine,hrmn,gldstn,hg,PN,famous
hermione granger,hrmn,grngr,hg,PN,famous
hermione granger,hrmn,grngr,hg,PN,famous
herschel grynszpan,hrschl,grnszpn,hg,PN,famous
horace goldin,hrc,gldn,hg,PN,famous
hugh grant,hgh,grnt,hg,PN,famous
hugo gernsback,hg,grnsbck,hg,PN,famous
hyman golden,hmn,gldn,hg,PN,famous
h.g. heinz,h.g.,hnz,hh,PN,famous
h.h. holmes,h.h.,hlms,hh,PN,famous
hank hannigraf,hnk,hngrf,hh,PN,famous
hank hill,hnk,hl,hh,PN,famous
haruhara haruko,hrhr,hrk,hh,PN,famous
haruko haruhara,hrk,hrhr,hh,PN,famous
heinrich heine,hnrch,hn,hh,PN,famous
helal hassenfeld,hl,hsnfld,hh,PN,famous
helen hunt,hln,hnt,hh,PN,famous
helga hufflepuff,hlg,hflpf,hh,PN,famous
henry hassenfeld,hnr,hsnfld,hh,PN,famous
henry horner,hnr,hrnr,hh,PN,famous
herb hyman,hrb,hmn,hh,PN,famous
herbert h. lehman,hrbrt,lhmn,check,PN,famous
herman heijermans,hrmn,hjrmns,hh,PN,famous
hersey hawkins,hrs,hwkns,hh,PN,famous
homer hickam,hmr,hckm,hh,PN,famous
howard hawks,hwrd,hwks,hh,PN,famous
howard hughes,hwrd,hghs,hh,PN,famous
huckleberry hound,hcklbr,hnd,hh,PN,famous
hugh hopper,hgh,hpr,hh,PN,famous
hulk hogan,hlk,hgn,hh,PN,famous
hillel ii,hl,,hi,PN,famous
hal jordan,hl,jrdn,hj,PN,famous
halpern jeff,hlprn,jf,hj,PN,famous
hans jonas,hns,jns,hj,PN,famous
harold j. stone,hrld,stn,check,PN,famous
henry jaglom,hnr,jglm,hj,PN,famous
heri joensen,hr,jnsn,hj,PN,famous
hermione jane granger,hrmn,grngr,check,PN,famous
"hernández, josé m.", jsé m.,hrnándz,h,PN,famous
hilary jones,hlr,jns,hj,PN,famous
hugh jackman,hgh,jckmn,hj,PN,famous
hans krasa,hns,krs,hk,PN,famous
hans krebs,hns,krbs,hk,PN,famous
hansi kürsch,hns,kürsch,hk,PN,famous
harmony korine,hrmn,krn,hk,PN,famous
harold kroto,hrld,krt,hk,PN,famous
harold kushner,hrld,kshnr,hk,PN,famous
harvey keitel,hrv,ktl,hk,PN,famous
harvey korman,hrv,krmn,hk,PN,famous
harvey kurtzman,hrv,krtzmn,hk,PN,famous
harvye korman,hrv,krmn,hk,PN,famous
heidi klum,hd,klm,hk,PN,famous
helen keller,hln,klr,hk,PN,famous
helena kagan,hln,kgn,hk,PN,famous
hello kitty,hl,kt,hk,PN,famous
henry kissinger,hnr,ksngr,hk,PN,famous
henry koster,hnr,kstr,hk,PN,famous
henry kravis,hnr,krvs,hk,PN,famous
herb kohl,hrb,khl,hk,PN,famous
himura kenshin,hmr,knshn,hk,PN,famous
hitomi kanzaki,htm,knzk,hk,PN,famous
hong kong phooey,hng,ph,check,PN,famous
howard kane,hwrd,kn,hk,PN,famous
howard kaylan,hwrd,kln,hk,PN,famous
hadassah lieberman,hdsh,lbrmn,hl,PN,famous
hal lindsey,hl,lnds,hl,PN,famous
hannibal lecter,hnbl,lctr,hl,PN,famous
harper lee,hrpr,l,hl,PN,famous
harry litwack,hr,ltwck,hl,PN,famous
heath ledger,hth,ldgr,hl,PN,famous
hedy lamarr,hd,lmr,hl,PN,famous
helen levitt,hln,lvt,hl,PN,famous
henry la guardia,hnr,grd,check,PN,famous
henry lee lucas,hnr,lcs,check,PN,famous
herb lubalin,hrb,lbln,hl,PN,famous
herbert lehman,hrbrt,lhmn,hl,PN,famous
herbert lom,hrbrt,lm,hl,PN,famous
herman li,hrmn,l,hl,PN,famous
howard lederer,hwrd,ldr,hl,PN,famous
hubert lindsey,hbrt,lnds,hl,PN,famous
hank marvin,hnk,mrvn,hm,PN,famous
hans moleman,hns,mlmn,hm,PN,famous
harpo marx,hrp,mrx,hm,PN,famous
harry markowitz,hr,mrkwtz,hm,PN,famous
harvey milk,hrv,mlk,hm,PN,famous
helen mirren,hln,mrn,hm,PN,famous
helene mayer,hln,mr,hm,PN,famous
henri mancini,hnr,mncn,hm,PN,famous
henri moissan,hnr,msn,hm,PN,famous
henrietta mear,hnrt,mr,hm,PN,famous
henry morgenthau jr.,hnr,jr.,check,PN,famous
herbert marcuse,hrbrt,mrcs,hm,PN,famous
herbie mann,hrb,mn,hm,PN,famous
herman mark,hrmn,mrk,hm,PN,famous
herman matthews,hrmn,mthws,hm,PN,famous
herman melville,hrmn,mlvl,hm,PN,famous
herman minkowski,hrmn,mnkwsk,hm,PN,famous
hermann muller,hrmn,mlr,hm,PN,famous
hinda miller,hnd,mlr,hm,PN,famous
howard metzenbaum,hwrd,mtznbm,hm,PN,famous
howard morris,hwrd,mrs,hm,PN,famous
howard moss,hwrd,ms,hm,PN,famous
howie mandel,hw,mndl,hm,PN,famous
hugh mcdonald,hgh,mcdnld,hm,PN,famous
hugo munsterberg,hg,mnstrbrg,hm,PN,famous
helmut newton,hlmt,nwtn,hn,PN,famous
horatio nelson,hrt,nlsn,hn,PN,famous
howard nemerov,hwrd,nmrv,hn,PN,famous
hakeem olajuwon,hkm,ljwn,ho,PN,famous
harry oppenheimer,hr,pnhmr,ho,PN,famous
hondo ohnaka,hnd,hnk,ho,PN,famous
hank pym,hnk,pm,hp,PN,famous
harold pinter,hrld,pntr,hp,PN,famous
harold prince,hrld,prnc,hp,PN,famous
harry potter,hr,ptr,hp,PN,famous
harvey pekar,hrv,pkr,hp,PN,famous
hayden panettiere,hdn,pntr,hp,PN,famous
helena paparizou,hln,prz,hp,PN,famous
hellmaster phibrizo,hlmstr,phbrz,hp,PN,famous
henry paulson,hnr,plsn,hp,PN,famous
henry purcell,hnr,prcl,hp,PN,famous
herbert p. grossman,hrbrt,grsmn,check,PN,famous
hilary putnam,hlr,ptnm,hp,PN,famous
horace panter,hrc,pntr,hp,PN,famous
howie pyro,hw,pr,hp,PN,famous
h. robert horvitz,h.,hrvtz,check,PN,famous
h.a. rey,h..,r,hr,PN,famous
hans rosenberg,hns,rsnbrg,hr,PN,famous
harold ramis,hrld,rms,hr,PN,famous
harold robbins,hrld,rbns,hr,PN,famous
harold rosen,hrld,rsn,hr,PN,famous
harry reid,hr,rd,hr,PN,famous
helena rubinstein,hln,rbnstn,hr,PN,famous
henry roth,hnr,rth,hr,PN,famous
herb ritts,hrb,rts,hr,PN,famous
herbert robbins,hrbrt,rbns,hr,PN,famous
herbert ross,hrbrt,rs,hr,PN,famous
hilary rosen,hlr,rsn,hr,PN,famous
howell raines,hwl,rns,hr,PN,famous
hyman rickover,hmn,rckvr,hr,PN,famous
haim saban,hm,sbn,hs,PN,famous
hamish stuart,hmsh,strt,hs,PN,famous
han solo,hn,sl,hs,PN,famous
hank sapoznik,hnk,spznk,hs,PN,famous
hannah szenes,hnh,szns,hs,PN,famous
hans-juergen syberberg,hns-jrgn,sbrbrg,hs,PN,famous
harold smiley davis,hrld,dvs,check,PN,famous
harry shearer,hr,shr,hs,PN,famous
haruhi suzumiya,hrh,szm,hs,PN,famous
haym solomon,hm,slmn,hs,PN,famous
heath saraceno,hth,srcn,hs,PN,famous
helen slater,hln,sltr,hs,PN,famous
helen suzman,hln,szmn,hs,PN,famous
hendrik s. houthakker,hndrk,hthkr,check,PN,famous
henkka seppälä,hnk,spälä,hs,PN,famous
henry spira,hnr,spr,hs,PN,famous
herb stempel,hrb,stmpl,hs,PN,famous
herbert samuel,hrbrt,sml,hs,PN,famous
herbert simon,hrbrt,smn,hs,PN,famous
herman steiner,hrmn,stnr,hs,PN,famous
hilary swank,hlr,swnk,hs,PN,famous
hillel slovak,hl,slvk,hs,PN,famous
homer simpson,hmr,smpsn,hs,PN,famous
howard schultz,hwrd,schltz,hs,PN,famous
howard stern,hwrd,strn,hs,PN,famous
hagar the horrible,hgr,hrbl,hh,PN,famous
harry turtledove,hr,trtldv,ht,PN,famous
heitor teixeira pereira,htr,pr,check,PN,famous
hillel the elder,hl,ldr,he,PN,famous
howard temin,hwrd,tmn,ht,PN,famous
hudson taylor,hdsn,tlr,ht,PN,famous
hughie thomasson,hgh,thmsn,ht,PN,famous
human torch,hmn,trch,ht,PN,famous
harold varmus,hrld,vrms,hv,PN,famous
hilton valentine,hltn,vlntn,hv,PN,famous
hugo von hofmannsthal,hg,hfmnsthl,check,PN,famous
haifa wehbe,hf,whb,hw,PN,famous
hank williams,hnk,wlms,hw,PN,famous
hank williams iii,hnk,,check,PN,famous
harvey weinstein,hrv,wnstn,hw,PN,famous
heather whitestone,hthr,whtstn,hw,PN,famous
henry wadsworth longfellow,hnr,lngflw,check,PN,famous
henry waxman,hnr,wxmn,hw,PN,famous
henry winkler,hnr,wnklr,hw,PN,famous
henry wittenberg,hnr,wtnbrg,hw,PN,famous
herbert wise,hrbrt,ws,hw,PN,famous
herchsel walker,hrchsl,wlkr,hw,PN,famous
herman wouk,hrmn,wk,hw,PN,famous
howlin' wolf,hwln',wlf,hw,PN,famous
hugo weisgall,hg,wsgl,hw,PN,famous
heather young,hthr,ng,hy,PN,famous
henny youngman,hn,ngmn,hy,PN,famous
hiro yamamoto,hr,mt,hy,PN,famous
howard zieff,hwrd,zf,hz,PN,famous
howard zinn,hwrd,zn,hz,PN,famous
iceman,cmn,,,PN,famous
ice-t,c-t,,,PN,famous
ig-88,g-88,,,PN,famous
illusionists,lsnsts,,,PN,famous
inuyasha,nsh,,,PN,famous
isaiah,sh,,,PN,famous
itchy,tch,,,PN,famous
iwatetsu,wts,,,PN,famous
ian anderson,n,ndrsn,ia,PN,famous
india arie,nd,r,ia,PN,famous
irwin allen,rwn,ln,ia,PN,famous
isaac abendana,sc,bndn,ia,PN,famous
isaac asimov,sc,smv,ia,PN,famous
israel asper,srl,spr,ia,PN,famous
isshin arima,shn,rm,ia,PN,famous
ian bairnson,n,brnsn,ib,PN,famous
ian burden,n,brdn,ib,PN,famous
ida bell wells-barnett,d,wls-brnt,check,PN,famous
immanuel ben solomon,mnl,slmn,check,PN,famous
ingmaar bergman,ngmr,brgmn,ib,PN,famous
ingrid bergman,ngrd,brgmn,ib,PN,famous
irving berlin,rvng,brln,ib,PN,famous
isaac babel,sc,bl,ib,PN,famous
isaac bashevis singer,sc,sngr,check,PN,famous
isaac berger,sc,brgr,ib,PN,famous
isaac boleslavsky,sc,blslvsk,ib,PN,famous
isaiah berlin,sh,brln,ib,PN,famous
israel ben eliezer,srl,lzr,check,PN,famous
issachar berend lehmann,schr,lhmn,check,PN,famous
ivan boesky,vn,bsk,ib,PN,famous
ice cube,c,cb,ic,PN,famous
igor cavalera,gr,cvlr,ic,PN,famous
iris chacon,rs,chcn,ic,PN,famous
irving chernev,rvng,chrnv,ic,PN,famous
irwin cotler,rwn,ctlr,ic,PN,famous
isaac carasso,sc,crs,ic,PN,famous
ivan chernyakhovsky,vn,chrnkhvsk,ic,PN,famous
ivor cutler,vr,ctlr,ic,PN,famous
ian d'sa,n,d's,id,PN,famous
illeana douglas,ln,dgls,id,PN,famous
isaac deutscher,sc,dtschr,id,PN,famous
ilya ehrenburg,l,hrnbrg,ie,PN,famous
indiana evans,ndn,vns,ie,PN,famous
ira einhorn,r,nhrn,ie,PN,famous
isaac emanuilovich babel,sc,bl,check,PN,famous
i. f. stone,.,stn,check,PN,famous
isabel fonseca,sbl,fnsc,if,PN,famous
itzik feffer,tzk,fr,if,PN,famous
inspector gadget,nspctr,gdgt,ig,PN,famous
ira gershwin,r,grshwn,ig,PN,famous
ira glass,r,gls,ig,PN,famous
isaac gimbel,sc,gmbl,ig,PN,famous
isidor gunsberg,sdr,gnsbrg,ig,PN,famous
israel galili,srl,gl,ig,PN,famous
ian hill,n,hl,ih,PN,famous
ignac helfy,gnc,hlf,ih,PN,famous
irving howe,rvng,hw,ih,PN,famous
isaac hanson,sc,hnsn,ih,PN,famous
isaac hayes,sc,hs,ih,PN,famous
isaac hays,sc,hs,ih,PN,famous
israel horowitz,srl,hrwtz,ih,PN,famous
isser harel,sr,hrl,ih,PN,famous
ichiro ito,chr,t,ii,PN,famous
isaac isaacs,sc,scs,ii,PN,famous
isidor isaac rabi,sdr,rb,check,PN,famous
isidore isou,sdr,s,ii,PN,famous
israel isidor elyashev,srl,lshv,check,PN,famous
immanuel jakobovits,mnl,jkbvts,ij,PN,famous
indiana jones,ndn,jns,ij,PN,famous
irving jaffee,rvng,jf,ij,PN,famous
irving janis,rvng,jns,ij,PN,famous
irwin jacobs,rwn,jcbs,ij,PN,famous
ida kaminska,d,kmnsk,ik,PN,famous
igor karkaroff,gr,krkrf,ik,PN,famous
imre kertesz,mr,krtsz,ik,PN,famous
ira kaplan of yo la tengo,r,tng,check,PN,famous
iron kiba,rn,kb,ik,PN,famous
irvin kershner,rvn,krshnr,ik,PN,famous
irving kahn,rvng,khn,ik,PN,famous
irving kristol,rvng,krstl,ik,PN,famous
irwin kershner,rwn,krshnr,ik,PN,famous
isaac kashdan,sc,kshdn,ik,PN,famous
isaac klein,sc,kln,ik,PN,famous
ish kabibble,sh,kbl,ik,PN,famous
israel kirzner,srl,krznr,ik,PN,famous
ivan kral,vn,krl,ik,PN,famous
izaak kolthoff,zk,klthf,ik,PN,famous
i. l. peretz,.,prtz,check,PN,famous
ian lemmy kilmister,n,klmstr,check,PN,famous
ira levin,r,lvn,il,PN,famous
irene leidolf,rn,ldlf,il,PN,famous
irina levitina,rn,lvtn,il,PN,famous
irving layton,rvng,ltn,il,PN,famous
isaac larian,sc,lrn,il,PN,famous
isaac luria,sc,lr,il,PN,famous
isaak levitan,sk,lvtn,il,PN,famous
ian mackaye,n,mck,im,PN,famous
ian matthews,n,mthws,im,PN,famous
ian mccallum,n,mclm,im,PN,famous
ian mclagan,n,mclgn,im,PN,famous
ian mitchell,n,mtchl,im,PN,famous
ian murphy,n,mrph,im,PN,famous
iarin munari,rn,mnr,im,PN,famous
idina menzel,dn,mnzl,im,PN,famous
iqbal masih,qbl,msh,im,PN,famous
iron man,rn,mn,im,PN,famous
irving millman,rvng,mlmn,im,PN,famous
irving mills,rvng,mls,im,PN,famous
isaac mizrahi,sc,mzrh,im,PN,famous
ira newborn,r,nwbrn,in,PN,famous
isaac newton,sc,nwtn,in,PN,famous
igor olshansky,gr,lshnsk,io,PN,famous
i. p. meshkovsky,.,mshkvsk,check,PN,famous
iggy pop,g,p,ip,PN,famous
ilya prigogine,l,prgn,ip,PN,famous
irving penn,rvng,pn,ip,PN,famous
isabelle peretz,sbl,prtz,ip,PN,famous
israeli politicians,srl,pltcns,ip,PN,famous
itzhak perlman,tzhk,prlmn,ip,PN,famous
ivy queen,v,qn,iq,PN,famous
ida rosenthal,d,rsnthl,ir,PN,famous
ilan ramon,ln,rmn,ir,PN,famous
ilene rosenzweig,ln,rsnzwg,ir,PN,famous
irv rubin,rv,rbn,ir,PN,famous
irvin rock,rvn,rck,ir,PN,famous
irving robbins,rvng,rbns,ir,PN,famous
irwin rose,rwn,rs,ir,PN,famous
isaac rosenberg,sc,rsnbrg,ir,PN,famous
isidor rabi,sdr,rb,ir,PN,famous
isidor rayner,sdr,rnr,ir,PN,famous
