name,first,last,initials,pos,tags
jacques rivette,jcqs,rvt,jr,PN,famous
jake ryan,jk,rn,jr,PN,famous
james root,jms,rt,jr,PN,famous
james russell lowell,jms,lwl,check,PN,famous
"jamie robinson, switch foot", swtch ft,jm rbnsn,j,PN,famous
jane russell,jn,rsl,jr,PN,famous
janet reno,jnt,rn,jr,PN,famous
janet robin precious metal,jnt,mtl,check,PN,famous
jaret reddick,jrt,rdck,jr,PN,famous
jason robert brown,jsn,brwn,check,PN,famous
jay roach,j,rch,jr,PN,famous
jean renoir,jn,rnr,jr,PN,famous
jef raskin,jf,rskn,jr,PN,famous
jerome robbins,jrm,rbns,jr,PN,famous
jerome rothenberg,jrm,rthnbrg,jr,PN,famous
jerry reinsdorf,jr,rnsdrf,jr,PN,famous
jerry rice,jr,rc,jr,PN,famous
jerry ross,jr,rs,jr,PN,famous
jerry rubin,jr,rbn,jr,PN,famous
jesse romero,js,rmr,jr,PN,famous
jim reverend horton heath,jm,hth,check,PN,famous
jim reeves,jm,rvs,jr,PN,famous
jim richardson,jm,rchrdsn,jr,PN,famous
jim rodford,jm,rdfrd,jr,PN,famous
jim ross,jm,rs,jr,PN,famous
jimmie randall,jm,rndl,jr,PN,famous
joan rivers,jn,rvrs,jr,PN,famous
joaquin rodrigo,jqn,rdrg,jr,PN,famous
joe rosenthal,j,rsnthl,jr,PN,famous
joel rosenblatt,jl,rsnblt,jr,PN,famous
joel roth,jl,rth,jr,PN,famous
joey ramone,j,rmn,jr,PN,famous
john ramsay,jhn,rms,jr,PN,famous
john renbourn,jhn,rnbrn,jr,PN,famous
john rich,jhn,rch,jr,PN,famous
john rostill,jhn,rstl,jr,PN,famous
john rzeznik,jhn,rznk,jr,PN,famous
johnny ramone,jhn,rmn,jr,PN,famous
johnny rod,jhn,rd,jr,PN,famous
johnny rzeznik,jhn,rznk,jr,PN,famous
jon robin baitz,jn,btz,check,PN,famous
jonas renkse,jns,rnks,jr,PN,famous
jonathan richman,jnthn,rchmn,jr,PN,famous
jordan rudess,jrdn,rds,jr,PN,famous
jordan rudess,jrdn,rds,jr,PN,famous
josef ratzinger,jsf,rtzngr,jr,PN,famous
joseph ratzinger,jsph,rtzngr,jr,PN,famous
joshua redman,jsh,rdmn,jr,PN,famous
joshua reynolds,jsh,rnlds,jr,PN,famous
judge reinhold,jdg,rnhld,jr,PN,famous
julia roberts,jl,rbrts,jr,PN,famous
julian rotter,jln,rtr,jr,PN,famous
julius rosenberg,jls,rsnbrg,jr,PN,famous
julius rosenwald,jls,rsnwld,jr,PN,famous
j.d. salinger,j.d.,slngr,js,PN,famous
jacen solo,jcn,sl,js,PN,famous
jack sparrow,jck,sprw,js,PN,famous
jack speciale,jck,spcl,js,PN,famous
jack starr,jck,str,js,PN,famous
jack steinberger,jck,stnbrgr,js,PN,famous
jack straus,jck,strs,js,PN,famous
jack syperek,jck,sprk,js,PN,famous
jaclyn smith,jcln,smth,js,PN,famous
jacob schiff,jcb,schf,js,PN,famous
jacob sverdlov,jcb,svrdlv,js,PN,famous
jacqueline susann,jcqln,sn,js,PN,famous
jaina solo,jn,sl,js,PN,famous
james schlesinger,jms,schlsngr,js,PN,famous
james stevenson,jms,stvnsn,js,PN,famous
james stewart,jms,stwrt,js,PN,famous
jamie stuck,jm,stck,js,PN,famous
jan schakowsky,jn,schkwsk,js,PN,famous
jane seymour,jn,smr,js,PN,famous
jane smiley,jn,sml,js,PN,famous
janet suzman,jnt,szmn,js,PN,famous
janos starker,jns,strkr,js,PN,famous
jason scheff,jsn,schf,js,PN,famous
jason schwartzman,jsn,schwrtzmn,js,PN,famous
jason stollsteimer,jsn,stlstmr,js,PN,famous
jay schulberg,j,schlbrg,js,PN,famous
jay sebring,j,sbrng,js,PN,famous
jay siegel of the tokens,j,tkns,check,PN,famous
jean sibelius,jn,sbls,js,PN,famous
jeanne sagan,jn,sgn,js,PN,famous
jeff salem,jf,slm,js,PN,famous
jeff stinco,jf,stnc,js,PN,famous
jeffrey sachs,jfr,schs,js,PN,famous
jeffrey schoenberg,jfr,schnbrg,js,PN,famous
jeffrey steele,jfr,stl,js,PN,famous
jenny saffran,jn,sfrn,js,PN,famous
jeremy sumpter,jrm,smptr,js,PN,famous
jerome saganovich,jrm,sgnvch,js,PN,famous
jerome siegel,jrm,sgl,js,PN,famous
jerry sadowitz,jr,sdwtz,js,PN,famous
jerry schatzberg,jr,schtzbrg,js,PN,famous
jerry scheff,jr,schf,js,PN,famous
jerry seinfeld,jr,snfld,js,PN,famous
jerry sheindlin,jr,shndln,js,PN,famous
jerry springer,jr,sprngr,js,PN,famous
jerry steinholtz,jr,stnhltz,js,PN,famous
jerry stiller,jr,stlr,js,PN,famous
jesper strömblad,jspr,strömbld,js,PN,famous
jessica savitch,jsc,svtch,js,PN,famous
jessica simpson,jsc,smpsn,js,PN,famous
ji sung park,j,prk,check,PN,famous
jill sobule,jl,sbl,js,PN,famous
jill st. john,jl,jhn,check,PN,famous
jim shapiro,jm,shpr,js,PN,famous
jim steinman,jm,stnmn,js,PN,famous
jimmy superfly snuka,jm,snk,check,PN,famous
jodie sweetin,jd,swtn,js,PN,famous
joe satriani,j,strn,js,PN,famous
joe shuster,j,shstr,js,PN,famous
joe simon,j,smn,js,PN,famous
joe slovo,j,slv,js,PN,famous
joe smyth,j,smth,js,PN,famous
joe strummer,j,strmr,js,PN,famous
joe stump,j,stmp,js,PN,famous
joel schumacher,jl,schmchr,js,PN,famous
joel sherman,jl,shrmn,js,PN,famous
joel siegel,jl,sgl,js,PN,famous
joel silver,jl,slvr,js,PN,famous
joel spingarn,jl,spngrn,js,PN,famous
joel stein,jl,stn,js,PN,famous
joel steinberg,jl,stnbrg,js,PN,famous
joel stroetzel,jl,strtzl,js,PN,famous
joey santiago,j,sntg,js,PN,famous
joey spampinato,j,spmpnt,js,PN,famous
johann sebastian bach,jhn,bch,check,PN,famous
johann sebastian bach,jhn,bch,check,PN,famous
johann strauss,jhn,strs,js,PN,famous
johann strauss ii,jhn,,check,PN,famous
john safran,jhn,sfrn,js,PN,famous
john schlesinger,jhn,schlsngr,js,PN,famous
john schneider,jhn,schndr,js,PN,famous
john schneider,jhn,schndr,js,PN,famous
john schwarz,jhn,schwrz,js,PN,famous
john simmons,jhn,smns,js,PN,famous
john sloboda,jhn,slbd,js,PN,famous
john smoltz,jhn,smltz,js,PN,famous
john spencer,jhn,spncr,js,PN,famous
john spiker,jhn,spkr,js,PN,famous
john squire,jhn,sqr,js,PN,famous
john stanley,jhn,stnl,js,PN,famous
john steinbeck,jhn,stnbck,js,PN,famous
john stewart,jhn,stwrt,js,PN,famous
john stockton,jhn,stcktn,js,PN,famous
john sununu,jhn,sn,js,PN,famous
john sykes,jhn,sks,js,PN,famous
jola sigismond,jl,sgsmnd,js,PN,famous
jon schaffer,jn,schfr,js,PN,famous
jon schneck,jn,schnck,js,PN,famous
jon siebels,jn,sbls,js,PN,famous
jon stewart,jn,stwrt,js,PN,famous
jonas salk,jns,slk,js,PN,famous
jonathan sachs,jnthn,schs,js,PN,famous
jonathan safran foer,jnthn,fr,check,PN,famous
jonathan silverman,jnthn,slvrmn,js,PN,famous
jordin sparks,jrdn,sprks,js,PN,famous
jorge sampaio,jrg,smp,js,PN,famous
joseph schenck,jsph,schnck,js,PN,famous
joseph schildkraut,jsph,schldkrt,js,PN,famous
joseph schmidt,jsph,schmdt,js,PN,famous
joseph simon,jsph,smn,js,PN,famous
joseph soloveitchik,jsph,slvtchk,js,PN,famous
joseph stiglitz,jsph,stgltz,js,PN,famous
josh schwartz,jsh,schwrtz,js,PN,famous
josh silver,jsh,slvr,js,PN,famous
joshua schachter,jsh,schchtr,js,PN,famous
judith sheindlin,jdth,shndln,js,PN,famous
judith steinberg dean,jdth,dn,check,PN,famous
jule styne,jl,stn,js,PN,famous
julian schnabel,jln,schnbl,js,PN,famous
julian schwinger,jln,schwngr,js,PN,famous
julius schwartz,jls,schwrtz,js,PN,famous
jussi sydänmaa,js,sdänm,js,PN,famous
justin sane,jstn,sn,js,PN,famous
j.r.r. tolkien,j.r.r.,tlkn,jt,PN,famous
jabba the hutt,jb,ht,jh,PN,famous
jack the ripper,jck,rpr,jr,PN,famous
jack tramiel,jck,trml,jt,PN,famous
james taylor,jms,tlr,jt,PN,famous
james thurber,jms,thrbr,jt,PN,famous
james toney,jms,tn,jt,PN,famous
janis tanaka,jns,tnk,jt,PN,famous
jay terrien,j,trn,jt,PN,famous
jeffrey tambor,jfr,tmbr,jt,PN,famous
jenny thompson,jn,thmpsn,jt,PN,famous
jeremy taggart,jrm,tgrt,jt,PN,famous
jerry tokofsky,jr,tkfsk,jt,PN,famous
joel taylor,jl,tlr,jt,PN,famous
joel teitelbaum,jl,tlbm,jt,PN,famous
john taylor,jhn,tlr,jt,PN,famous
john tesh,jhn,tsh,jt,PN,famous
john the baptist,jhn,bptst,jb,PN,famous
john travolta,jhn,trvlt,jt,PN,famous
john traynor,jhn,trnr,jt,PN,famous
john tropea,jhn,trp,jt,PN,famous
john turnbull,jhn,trnbl,jt,PN,famous
johnny thunders,jhn,thndrs,jt,PN,famous
jon turteltaub,jn,trtltb,jt,PN,famous
joseph trohman,jsph,trhmn,jt,PN,famous
joseph trumpeldor,jsph,trmpldr,jt,PN,famous
josh turner,jsh,trnr,jt,PN,famous
judah the maccabee,jdh,mcb,jm,PN,famous
judah touro,jdh,tr,jt,PN,famous
julian tuwim,jln,twm,jt,PN,famous
julie taymor,jl,tmr,jt,PN,famous
justin timberlake,jstn,tmbrlk,jt,PN,famous
jaap van praag,jp,prg,check,PN,famous
jaci velazquez,jc,vlzqz,jv,PN,famous
jacob viner,jcb,vnr,jv,PN,famous
jason voorhees,jsn,vrhs,jv,PN,famous
jean vigo,jn,vg,jv,PN,famous
jean-claude van damme,jn-cld,dm,check,PN,famous
jeroen van veen,jrn,vn,check,PN,famous
jesse ventura,js,vntr,jv,PN,famous
jimmie vaughan,jm,vghn,jv,PN,famous
johan van stratum,jhn,strtm,check,PN,famous
"johannes vermeer , dutch painter", dtch pntr,jhns vrmr ,j,PN,famous
john verity,jhn,vrt,jv,PN,famous
john von neumann,jhn,nmn,check,PN,famous
johnny viadacovich,jhn,vdcvch,jv,PN,famous
jon voight,jn,vght,jv,PN,famous
josef von sternberg,jsf,strnbrg,check,PN,famous
julius vogel,jls,vgl,jv,PN,famous
j.c. watts,j.c.,wts,jw,PN,famous
jack warner,jck,wrnr,jw,PN,famous
jack white,jck,wht,jw,PN,famous
jackie wilson,jck,wlsn,jw,PN,famous
jacob wolfowitz,jcb,wlfwtz,jw,PN,famous
jah wobble,jh,wbl,jw,PN,famous
jake wambold,jk,wmbld,jw,PN,famous
james w. cooley,jms,cl,check,PN,famous
james watt,jms,wt,jw,PN,famous
james williamson,jms,wlmsn,jw,PN,famous
james wolfensohn,jms,wlfnshn,jw,PN,famous
james woods,jms,wds,jw,PN,famous
jane wiedlin,jn,wdln,jw,PN,famous
janet weiss of sleater-kinney,jnt,sltr-kn,check,PN,famous
janne warman,jn,wrmn,jw,PN,famous
jared warren,jrd,wrn,jw,PN,famous
jason wade,jsn,wd,jw,PN,famous
jason white,jsn,wht,jw,PN,famous
jason wisdom,jsn,wsdm,jw,PN,famous
jeff williams,jf,wlms,jw,PN,famous
jeffrey walker,jfr,wlkr,jw,PN,famous
jeordie white,jrd,wht,jw,PN,famous
jerry weiss,jr,ws,jw,PN,famous
jerry west,jr,wst,jw,PN,famous
jerry wexler,jr,wxlr,jw,PN,famous
jessica walter,jsc,wltr,jw,PN,famous
jim wales,jm,wls,jw,PN,famous
jim webb,jm,wb,jw,PN,famous
jimmy webb,jm,wb,jw,PN,famous
joe walsh,j,wlsh,jw,PN,famous
joe walsh,j,wlsh,jw,PN,famous
joe wilson,j,wlsn,jw,PN,famous
john w. tukey,jhn,tk,check,PN,famous
john warne,jhn,wrn,jw,PN,famous
john wayne,jhn,wn,jw,PN,famous
john wayne gacy,jhn,gc,check,PN,famous
john wesley,jhn,wsl,jw,PN,famous
john wetton,jhn,wtn,jw,PN,famous
john williams,jhn,wlms,jw,PN,famous
john woo,jhn,w,jw,PN,famous
johnny whitaker,jhn,whtkr,jw,PN,famous
johnny winter,jhn,wntr,jw,PN,famous
jon walker,jn,wlkr,jw,PN,famous
jon woronoff,jn,wrnf,jw,PN,famous
jonny wickersham,jn,wckrshm,jw,PN,famous
joseph weizenbaum,jsph,wznbm,jw,PN,famous
joseph wolpe,jsph,wlp,jw,PN,famous
judge wapner,jdg,wpnr,jw,PN,famous
jules winnfield,jls,wnfld,jw,PN,famous
jack yellen,jck,ln,jy,PN,famous
jasmine you,jsmn,,,PN,famous
jeff young,jf,ng,jy,PN,famous
jen yu,jn,,jy,PN,famous
jerome y lettvin,jrm,ltvn,jl,PN,famous
jerry yang,jr,ng,jy,PN,famous
jin yong,jn,ng,jy,PN,famous
jacobo zabludovsky,jcb,zbldvsk,jz,PN,famous
javier zanetti,jvr,znt,jz,PN,famous
jay z,j,z,jz,PN,famous
jerry zucker,jr,zckr,jz,PN,famous
johannes zuckertort,jhns,zckrtrt,jz,PN,famous
john zorn,jhn,zrn,jz,PN,famous
jón þor birgisson,jón,brgsn,check,PN,famous
kagato,kgt,,,PN,famous
kakashi,ksh,,,PN,famous
kalma,klm,,,PN,famous
kane,kn,,,PN,famous
ken,kn,,,PN,famous
kenshiro,knshr,,,PN,famous
ki-adi-mundi,k-d-mnd,,,PN,famous
kisaki,ksk,,,PN,famous
kitaj,ktj,,,PN,famous
kratos,krts,,,PN,famous
kreacher,krchr,,,PN,famous
krusty,krst,,,PN,famous
kyon,kn,,,PN,famous
kamina,kmn,,,PN,famous
kaoru,kr,,,PN,famous
kyon,kn,,,PN,famous
kyuuki,k,,,PN,famous
kara “starbuck” thrace,kr,thrc,check,PN,famous
kareem abdul jabber,krm,jbr,check,PN,famous
karl alvarez,krl,lvrz,ka,PN,famous
kathy acker,kth,ckr,ka,PN,famous
kavalier and clay,kvlr,cl,kc,PN,famous
kay arthur,k,rthr,ka,PN,famous
kengo aiba/tekkaman omega,kng,mg,check,PN,famous
kenneth anger,knth,ngr,ka,PN,famous
kenneth appel,knth,pl,ka,PN,famous
kenneth arrow,knth,rw,ka,PN,famous
kenny aaronson,kn,rnsn,ka,PN,famous
kenny aronoff,kn,rnf,ka,PN,famous
kevin ayers,kvn,rs,ka,PN,famous
khalid al-thawadi,khld,l-thwd,ka,PN,famous
kianna alarid,kn,lrd,ka,PN,famous
kim alexis,km,lxs,ka,PN,famous
king ad-rock,kng,d-rck,ka,PN,famous
kris allen,krs,ln,ka,PN,famous
kurt angle,krt,ngl,ka,PN,famous
karla bonoff,krl,bnf,kb,PN,famous
kat bjelland,kt,bjlnd,kb,PN,famous
kate beckinsale,kt,bcknsl,kb,PN,famous
kate bornstein,kt,brnstn,kb,PN,famous
kate bosworth,kt,bswrth,kb,PN,famous
kathleen battle,kthln,btl,kb,PN,famous
kathleen battle,kthln,btl,kb,PN,famous
katie bell,kt,bl,kb,PN,famous
katie boland,kt,blnd,kb,PN,famous
keith benner,kth,bnr,kb,PN,famous
kenneth branagh,knth,brngh,kb,PN,famous
kenny bernstein,kn,brnstn,kb,PN,famous
kenny burrell,kn,brl,kb,PN,famous
kent brockman,knt,brckmn,kb,PN,famous
kevin bacon,kvn,bcn,kb,PN,famous
kim basinger,km,bsngr,kb,PN,famous
kinnikuken banboro,knkn,bnbr,kb,PN,famous
kobe bryant,kb,brnt,kb,PN,famous
konrad bloch,knrd,blch,kb,PN,famous
kurt busch,krt,bsch,kb,PN,famous
kyle broflovski,kl,brflvsk,kb,PN,famous
kate capshaw,kt,cpshw,kc,PN,famous
katie couric,kt,crc,kc,PN,famous
keith carlok,kth,crlk,kc,PN,famous
keith clark,kth,clrk,kc,PN,famous
keith cronin,kth,crn,kc,PN,famous
kellie coffey,kl,cf,kc,PN,famous
kelly clarkson,kl,clrksn,kc,PN,famous
ken casey,kn,cs,kc,PN,famous
kenneth cole,knth,cl,kc,PN,famous
kenneth copeland,knth,cplnd,kc,PN,famous
kenny chesney,kn,chsn,kc,PN,famous
kenny clarke,kn,clrk,kc,PN,famous
kevin cadogan,kvn,cdgn,kc,PN,famous
kevin cahoon,kvn,chn,kc,PN,famous
kevin clarke,kvn,clrk,kc,PN,famous
kevin costner,kvn,cstnr,kc,PN,famous
kevin cronin,kvn,crn,kc,PN,famous
kim cattrall,km,ctrl,kc,PN,famous
kirk cameron,krk,cmrn,kc,PN,famous
kitty carlisle,kt,crlsl,kc,PN,famous
korey cooper,kr,cpr,kc,PN,famous
kouichiro coach ohta,kchr,ht,check,PN,famous
kristin cavalleri,krstn,cvlr,kc,PN,famous
kurt cobain,krt,cbn,kc,PN,famous
kyle cook,kl,ck,kc,PN,famous
k.k. downing,k.k.,dwng,kd,PN,famous
karl djerassi,krl,djrs,kd,PN,famous
katharine dukakis,kthrn,dks,kd,PN,famous
katie dryburgh,kt,drbrgh,kd,PN,famous
ken doane,kn,dn,kd,PN,famous
kenwood dennard,knwd,dnrd,kd,PN,famous
kevin dubrow,kvn,dbrw,kd,PN,famous
kevin duckworth,kvn,dckwrth,kd,PN,famous
kim deal,km,dl,kd,PN,famous
king django,kng,djng,kd,PN,famous
kirk douglas,krk,dgls,kd,PN,famous
kirsten dunst,krstn,dnst,kd,PN,famous
kitty dukakis,kt,dks,kd,PN,famous
kai eckhardt,k,ckhrdt,ke,PN,famous
karl e. h. seigfried,krl,sgfrd,check,PN,famous
keith emerson,kth,mrsn,ke,PN,famous
kevin eubanks,kvn,bnks,ke,PN,famous
king elrond,kng,lrnd,ke,PN,famous
kurt eisner,krt,snr,ke,PN,famous
kasimir fajans,ksmr,fjns,kf,PN,famous
ken follet,kn,flt,kf,PN,famous
kim fields,km,flds,kf,PN,famous
kinky friedman,knk,frdmn,kf,PN,famous
kit fisto,kt,fst,kf,PN,famous
klaus flouride,kls,flrd,kf,PN,famous
kristy frank,krst,frnk,kf,PN,famous
karl green,krl,grn,kg,PN,famous
karl gustav jacobi,krl,jcb,check,PN,famous
katharine graham,kthrn,grhm,kg,PN,famous
katherine graham,kthrn,grhm,kg,PN,famous
keith gordon,kth,grdn,kg,PN,famous
keith green,kth,grn,kg,PN,famous
kelly groucutt,kl,grct,kg,PN,famous
kelsey grammer,kls,grmr,kg,PN,famous
ken goodman,kn,gdmn,kg,PN,famous
kenny g,kn,g,kg,PN,famous
kevin garnett,kvn,grnt,kg,PN,famous
kevin godley,kvn,gdl,kg,PN,famous
khalil gibran,khl,gbrn,kg,PN,famous
kim gordon,km,grdn,kg,PN,famous
kristoffer gildenlöw,krstfr,gldnlöw,kg,PN,famous
kurt gerron,krt,grn,kg,PN,famous
kyle gass,kl,gs,kg,PN,famous
kai hansen,k,hnsn,kh,PN,famous
karla homolka,krl,hmlk,kh,PN,famous
kate hudson,kt,hdsn,kh,PN,famous
katharine hepburn,kthrn,hpbrn,kh,PN,famous
katie holmes,kt,hlms,kh,PN,famous
keith howland,kth,hwlnd,kh,PN,famous
kelly hayes,kl,hs,kh,PN,famous
ken hensley,kn,hnsl,kh,PN,famous
ken holtzman,kn,hltzmn,kh,PN,famous
kenneth h. cooper,knth,cpr,check,PN,famous
kenny håkansson,kn,håknsn,kh,PN,famous
kenny harrison,kn,hrsn,kh,PN,famous
kim hill,km,hl,kh,PN,famous
kirk hammet,krk,hmt,kh,PN,famous
kathy ireland,kth,rlnd,ki,PN,famous
kenneth iverson,knth,vrsn,ki,PN,famous
karl jay shapiro,krl,shpr,check,PN,famous
keith jones,kth,jns,kj,PN,famous
keith joseph,kth,jsph,kj,PN,famous
kelly johnson,kl,jhnsn,kj,PN,famous
ken jennings,kn,jngs,kj,PN,famous
kevin johnson,kvn,jhnsn,kj,PN,famous
kou jun,k,jn,kj,PN,famous
kaki king,k,kng,kk,PN,famous
kang kodos,kng,kds,kk,PN,famous
karl kippenberger,krl,kpnbrgr,kk,PN,famous
kazuo kiriyama,kz,krm,kk,PN,famous
keira knightley,kr,knghtl,kk,PN,famous
kelly keagy,kl,kg,kk,PN,famous
kenneth koch,knth,kch,kk,PN,famous
kerry king,kr,kng,kk,PN,famous
kevin kline,kvn,kln,kk,PN,famous
king kong,kng,kng,kk,PN,famous
kir kanos,kr,kns,kk,PN,famous
kivie kaplan,kv,kpln,kk,PN,famous
kôji kiriki,kôj,krk,kk,PN,famous
krysztof kieslowsky,krsztf,kslwsk,kk,PN,famous
kurt koffka,krt,kfk,kk,PN,famous
kyle katarn,kl,ktrn,kk,PN,famous
k.d. lang,k.d.,lng,kl,PN,famous
karl landsteiner,krl,lndstnr,kl,PN,famous
karl latham,krl,lthm,kl,PN,famous
kathie lee gifford,kth,gfrd,check,PN,famous
katie leung,kt,lng,kl,PN,famous
kelly lemieux,kl,lmx,kl,PN,famous
ken lyons,kn,lns,kl,PN,famous
kerry livgren,kr,lvgrn,kl,PN,famous
kerry livgren,kr,lvgrn,kl,PN,famous
kurt lewin,krt,lwn,kl,PN,famous
kal mann,kl,mn,km,PN,famous
karita mattila,krt,mtl,km,PN,famous
karl marx,krl,mrx,km,PN,famous
kate middleton,kt,mdltn,km,PN,famous
katie melua,kt,ml,km,PN,famous
kee marcello,k,mrcl,km,PN,famous
keith morris,kth,mrs,km,PN,famous
keith moseley,kth,msl,km,PN,famous
keith mullin,kth,mln,km,PN,famous
kelly martin,kl,mrtn,km,PN,famous
"kelly, mark e.", mrk .,kl,k,PN,famous
ken mc nair,kn,nr,check,PN,famous
ken mehlman,kn,mhlmn,km,PN,famous
kenji mizoguchi,knj,mzgch,km,PN,famous
kenny mc cormick,kn,crmck,check,PN,famous
kerry minnear,kr,mnr,km,PN,famous
kevin michaels,kvn,mchls,km,PN,famous
kevin mitnick,kvn,mtnck,km,PN,famous
kevin moore,kvn,mr,km,PN,famous
kieth merrill,kth,mrl,km,PN,famous
kim mitchell,km,mtchl,km,PN,famous
kool-aid man,kl-d,mn,km,PN,famous
kristal marshalll,krstl,mrshl,km,PN,famous
kwesi mfume,kws,mfm,km,PN,famous
kylie minogue,kl,mng,km,PN,famous
kelly nickels,kl,nckls,kn,PN,famous
ken nelson,kn,nlsn,kn,PN,famous
kevin nash,kvn,nsh,kn,PN,famous
kim nekroman,km,nkrmn,kn,PN,famous
krist novoselic,krst,nvslc,kn,PN,famous
kristen nygaard,krstn,ngrd,kn,PN,famous
kai ortmann,k,rtmn,ko,PN,famous
karen o,krn,,,PN,famous
kele okereke,kl,krk,ko,PN,famous
kelly osbourne,kl,sbrn,ko,PN,famous
ken ober,kn,br,ko,PN,famous
ken olin,kn,ln,ko,PN,famous
ken osmond,kn,smnd,ko,PN,famous
king of the hill,kng,hl,check,PN,famous
king of hell,kng,hl,kh,PN,famous
kyotaro oshima,ktr,shm,ko,PN,famous
karl popper,krl,pr,kp,PN,famous
karl pribram,krl,prbrm,kp,PN,famous
katie price,kt,prc,kp,PN,famous
katy perry,kt,pr,kp,PN,famous
kellie pickler,kl,pcklr,kp,PN,famous
kelly packard,kl,pckrd,kp,PN,famous
ken perlin,kn,prln,kp,PN,famous
kevin pollak,kvn,plk,kp,PN,famous
kevin poulsen,kvn,plsn,kp,PN,famous
kirby puckett,krb,pckt,kp,PN,famous
kirk pengilly,krk,pngl,kp,PN,famous
kitty pryde,kt,prd,kp,PN,famous
kristen pfaff,krstn,pf,kp,PN,famous
karl radek,krl,rdk,kr,PN,famous
keanu reeves,kn,rvs,kr,PN,famous
keanu reeves,kn,rvs,kr,PN,famous
keena rothhammer,kn,rthmr,kr,PN,famous
keith reid of procol harum,kth,hrm,check,PN,famous
keith richards,kth,rchrds,kr,PN,famous
keith runfola,kth,rnfl,kr,PN,famous
kelly ripa,kl,rp,kr,PN,famous
ken russell,kn,rsl,kr,PN,famous
kenneth roth,knth,rth,kr,PN,famous
kenny rogers,kn,rgrs,kr,PN,famous
kevin ronkko,kvn,rnk,kr,PN,famous
kevin rutmanis,kvn,rtmns,kr,PN,famous
"kimbrough, robert s.", rbrt s.,kmbrgh,k,PN,famous
kira roessler,kr,rslr,kr,PN,famous
kris roe,krs,r,kr,PN,famous
kurt russell,krt,rsl,kr,PN,famous
kyle rayner,kl,rnr,kr,PN,famous
kai stephens,k,stphns,ks,PN,famous
karl shapiro,krl,shpr,ks,PN,famous
kasim sulton,ksm,sltn,ks,PN,famous
katey sagal,kt,sgl,ks,PN,famous
keaton simons,ktn,smns,ks,PN,famous
keith scott,kth,sct,ks,PN,famous
"kelly, scott j.", sct j.,kl,k,PN,famous
ken sinnaeve,kn,snv,ks,PN,famous
kerri strug,kr,strg,ks,PN,famous
kevin sharp,kvn,shrp,ks,PN,famous
kevin shields,kvn,shlds,ks,PN,famous
kevin skinner,kvn,sknr,ks,PN,famous
kevin spacey,kvn,spc,ks,PN,famous
kevin spencer,kvn,spncr,ks,PN,famous
keyser söze,ksr,söz,ks,PN,famous
kiefer sutherland,kfr,sthrlnd,ks,PN,famous
king saul,kng,sl,ks,PN,famous
kingsley shacklebolt,kngsl,shcklblt,ks,PN,famous
klaus suonsaari,kls,snsr,ks,PN,famous
krassimira stoyanova,krsmr,stnv,ks,PN,famous
kristen stewart,krstn,stwrt,ks,PN,famous
krystyna skarbek,krstn,skrbk,ks,PN,famous
karl targownik,krl,trgwnk,kt,PN,famous
kavyen temperley,kvn,tmprl,kt,PN,famous
kelvin tan weilian,klvn,wln,check,PN,famous
ken thompson,kn,thmpsn,kt,PN,famous
ken tizzard,kn,tzrd,kt,PN,famous
kenne thomas,kn,thms,kt,PN,famous
kermit the frog,krmt,frg,kf,PN,famous
kevin turner,kvn,trnr,kt,PN,famous
kim thayil,km,thl,kt,PN,famous
king theoden,kng,thdn,kt,PN,famous
kiri te kanawa,kr,knw,check,PN,famous
kleo thomas,kl,thms,kt,PN,famous
"kopra, timothy l.", tmth l.,kpr,k,PN,famous
kt tunstall,kt,tnstl,kt,PN,famous
keith urban,kth,rbn,ku,PN,famous
kim ung yong,km,ng,check,PN,famous
kathy valentine,kth,vlntn,kv,PN,famous
ken vasoli,kn,vsl,kv,PN,famous
kenny vance,kn,vnc,kv,PN,famous
king vidor,kng,vdr,kv,PN,famous
klaus voorman,kls,vrmn,kv,PN,famous
kurt vonnegut,krt,vngt,kv,PN,famous
kanye west,kn,wst,kw,PN,famous
karen walker,krn,wlkr,kw,PN,famous
kate winslet,kt,wnslt,kw,PN,famous
keith wyatt,kth,wt,kw,PN,famous
ken wales,kn,wls,kw,PN,famous
kenny wayne shepherd,kn,shphrd,check,PN,famous
kerri walsh,kr,wlsh,kw,PN,famous
kerwin white,krwn,wht,kw,PN,famous
kip winger,kp,wngr,kw,PN,famous
klauss weiss,kls,ws,kw,PN,famous
kurt warner,krt,wrnr,kw,PN,famous
kurt weil,krt,wl,kw,PN,famous
kevin youkilis,kvn,kls,ky,PN,famous
konrad zuse builder,knrd,bldr,check,PN,famous
krzysztof zanussi,krzsztf,zns,kz,PN,famous
legolas,lgls,,,PN,famous
liberace,lbrc,,,PN,famous
lillix,lx,,,PN,famous
linc-tones,lnc-tns,,,PN,famous
linus,lns,,,PN,famous
lobot,lbt,,,PN,famous
loser,lsr,,,PN,famous
louie,l,,,PN,famous
ludacris,ldcrs,,,PN,famous
lumiya,lm,,,PN,famous
louis 'lepke' buchalter,ls,bchltr,check,PN,famous
lady and the tramp,nd,trmp,at,PN,famous
lance armstrong,lnc,rmstrng,la,PN,famous
larry aberman,lr,brmn,la,PN,famous
larry adler,lr,dlr,la,PN,famous
lee adams,l,dms,la,PN,famous
lee ang,l,ng,la,PN,famous
len adleman,ln,dlmn,la,PN,famous
leon askin,ln,skn,la,PN,famous
leonard a. lauder,lnrd,ldr,check,PN,famous
